semantic_group_id,records,pair_count,pair_similarity_min,pair_similarity_p05,pair_similarity_median,pair_similarity_mean,share_pairs_at_or_ab_threshold
4660f1e195ac2b7e9933b24c00d6b5eddfe56607,2,1,0.9725668430328369,0.9725668430328369,0.9725668430328369,0.9725668430328369,1.0
7e9725501b00796113d973f9545296b178ac2c54,2,1,0.9705994129180908,0.9705994129180908,0.9705994129180908,0.9705994129180908,1.0
14ecff0881911ae8934b4d3840d51fb922e7511a,2,1,0.9692912101745605,0.9692912101745605,0.9692912101745605,0.9692912101745605,1.0
29c87e2dab847c1f8ff6889fc4d769043d2972d4,2,1,0.9689425230026245,0.9689425230026245,0.9689425230026245,0.9689425230026245,1.0
8151a19785844e20cfa9128b2845b477729cf6f4,2,1,0.9887967109680176,0.9887967109680176,0.9887967109680176,0.9887967109680176,1.0
b666e8ab5e9d35ddb4606abce59668d9c835331c,2,1,0.9591673612594604,0.9591673612594604,0.9591673612594604,0.9591673612594604,1.0
72ed90b3a3ddf067c24e8d8f6eac54262ddbf31f,2,1,0.9657994508743286,0.9657994508743286,0.9657994508743286,0.9657994508743286,1.0
e98e30f50dd69f976879dc3c2b250a42c6f88872,2,1,0.9851729869842529,0.9851729869842529,0.9851729869842529,0.9851729869842529,1.0
9d7ef18a25b29745cd6cb2f1fc15db65320a6053,2,1,0.9685031175613403,0.9685031175613403,0.9685031175613403,0.9685031175613403,1.0
f658ec6b017f6a6981847282b70aed126740fbff,2,1,0.9603396654129028,0.9603396654129028,0.9603396654129028,0.9603396654129028,1.0
7f8f3ae31311ff249327a24fccf21e8fae784907,2,1,0.9767814874649048,0.9767814874649048,0.9767814874649048,0.9767814874649048,1.0
82b40e7d392af0e546858d6607e6e856a06ac0e1,2,1,0.9822673797607422,0.9822673797607422,0.9822673797607422,0.9822673797607422,1.0
7c7a2c012e59c0b250ec06b5aae0977b8d8e117c,2,1,0.9925637245178223,0.9925637245178223,0.9925637245178223,0.9925637245178223,1.0
861c04f453183035eec345933618687c03632bd6,2,1,0.9890948534011841,0.9890948534011841,0.9890948534011841,0.9890948534011841,1.0
acde64857a62921e2cfb3b80804eff531756f7b1,2,1,0.9907620549201965,0.9907620549201965,0.9907620549201965,0.9907620549201965,1.0
feb55dc511ec40cd14d47a96f5f91efb42c6efc0,3,3,0.9571884870529175,0.9576898217201233,0.9622017741203308,0.9656987190246582,1.0
fcabb369dbc2e122d6441b70541f4255dcacac33,2,1,0.9662885665893555,0.9662885665893555,0.9662885665893555,0.9662885665893555,1.0
9acf048b382811e72eb4dcecc3d3797f1f942c9c,2,1,0.9867364764213562,0.9867364764213562,0.9867364764213562,0.9867364764213562,1.0
05aff5a9ee3a22b805e344aaf7b4c4e6c1cb7d55,2,1,0.9646973609924316,0.9646973609924316,0.9646973609924316,0.9646973609924316,1.0
6449c274b830a29f2e32e2b1bd2fa718f5a793f6,2,1,0.9900705814361572,0.9900705814361572,0.9900705814361572,0.9900705814361572,1.0
8adb9f99caa5a72c70f943894d048c6a4231de2c,3,3,0.9857078790664673,0.9858301281929016,0.9869306087493896,0.9878641963005066,1.0
a8140299207aeae8cc25e695854c17e4a8492a6e,4,6,0.9649359583854675,0.9650410413742065,0.9704759120941162,0.9726805090904236,1.0
6c29409db341b57837aaa3cf1f308f0279c9b742,3,3,0.974478006362915,0.9749081134796143,0.9787787795066833,0.9805908203125,1.0
21f3b21ae5aab519b57a2ef5b2d44ebbfc00ca14,2,1,0.9505192637443542,0.9505192637443542,0.9505192637443542,0.9505192637443542,1.0
