model,rank_within_model,candidate_index,mean_train_macro_f1,mean_macro_f1,std_macro_f1,mean_weighted_f1,mean_accuracy,mean_fit_seconds,params,train_validation_gap
lightgbm,7,10,0.8476514373048583,0.44580353008105106,0.004474254427119467,0.48143418688202166,0.4966735104030679,113.57474384307861,"{""classifier__min_child_samples"": 30, ""classifier__num_leaves"": 31, ""classifier__reg_lambda"": 5.0}",0.4018479072238072
lightgbm,8,4,0.8580483731467373,0.4452703378543076,0.004338113003701139,0.48201822571292097,0.49824959686903114,135.4538681983948,"{""classifier__min_child_samples"": 10, ""classifier__num_leaves"": 31, ""classifier__reg_lambda"": 5.0}",0.41277803529242973
lightgbm,9,7,0.7336693838056468,0.42780406624677597,0.0034287396274141992,0.46833722588018906,0.4887497650597446,66.86774010658264,"{""classifier__min_child_samples"": 30, ""classifier__num_leaves"": 15, ""classifier__reg_lambda"": 0.0}",0.30586531755887086
lightgbm,10,1,0.7763870271026178,0.42617881263364826,0.006367948227727339,0.46927067076536505,0.4927336586512238,80.40119495391846,"{""classifier__min_child_samples"": 10, ""classifier__num_leaves"": 15, ""classifier__reg_lambda"": 0.0}",0.3502082144689695
lightgbm,11,2,0.713061330103905,0.42468485284551144,0.003687225969961248,0.46696419241601117,0.48975588882893006,80.67438116073609,"{""classifier__min_child_samples"": 10, ""classifier__num_leaves"": 15, ""classifier__reg_lambda"": 5.0}",0.2883764772583936
lightgbm,12,8,0.7042105301457113,0.4202267315425162,0.004432198634317977,0.46233905927751817,0.4847653828947357,73.58573732376098,"{""classifier__min_child_samples"": 30, ""classifier__num_leaves"": 15, ""classifier__reg_lambda"": 5.0}",0.2839837986031951
linear_svm,1,8,0.9000683205529135,0.47058144992847445,0.00828817788651009,0.49216579587383225,0.4936975423630557,13.580575466156006,"{""classifier__C"": 1.0, ""classifier__class_weight"": ""balanced""}",0.4294868706244391
linear_svm,2,10,0.9452294278401305,0.470523691848763,0.006623355967250865,0.49158086717179766,0.493346225384277,14.344085311889648,"{""classifier__C"": 3.0, ""classifier__class_weight"": ""balanced""}",0.4747057359913675
linear_svm,3,9,0.943375389823507,0.46544872292054873,0.00566285589312835,0.49090907687893603,0.4971117699865889,14.797575426101684,"{""classifier__C"": 3.0, ""classifier__class_weight"": null}",0.47792666690295826
linear_svm,4,7,0.8941378553878208,0.4641957566108738,0.009284281522407931,0.492380421794348,0.5014909357630978,13.765764474868774,"{""classifier__C"": 1.0, ""classifier__class_weight"": null}",0.42994209877694695
linear_svm,5,12,0.9777451064599978,0.463489827804088,0.007321395131750755,0.48489647636551075,0.4866918279339372,16.35951385498047,"{""classifier__C"": 10.0, ""classifier__class_weight"": ""balanced""}",0.5142552786559098
linear_svm,6,6,0.8283921411156635,0.46222025104410347,0.008040448428353735,0.4841740922629512,0.48568590566334524,12.724303197860717,"{""classifier__C"": 0.3, ""classifier__class_weight"": ""balanced""}",0.36617189007156004
linear_svm,7,11,0.977383640145721,0.4622048273920692,0.006500413798401086,0.4853257175427174,0.4893186641270847,16.03107976913452,"{""classifier__C"": 10.0, ""classifier__class_weight"": null}",0.5151788127536518
